GISJOIN,AREANAME,PopTotal,White,NonWhite,WhiteNative,Black,MedHouseValue,MedGrossRent
G17003100920,STCTY-17031 TRACT-    0920     IN CHICAGO IL,"19","19","0","15","0","0",0
G17003100921,STCTY-17031 TRACT-    0921     IN CHICAGO IL,"683","682","1","608","1","8387",0
G17003100922,STCTY-17031 TRACT-    0922     IN CHICAGO IL,"1170","1170","0","1037","0","6130",0
G17003100923,STCTY-17031 TRACT-    0923     IN CHICAGO IL,"6281","6232","49","5384","49","5284",43.87
G17003100924,STCTY-17031 TRACT-    0924     IN CHICAGO IL,"2476","2476","0","2134","0","4807",37.39
G17003100925,STCTY-17031 TRACT-    0925     IN CHICAGO IL,"260","260","0","207","0","0",0
G17003100926,STCTY-17031 TRACT-    0926     IN CHICAGO IL,"7274","7274","0","6515","0","6691",59.31
G17003100927,STCTY-17031 TRACT-    0927     IN CHICAGO IL,"1909","1907","2","1630","0","4747",40.4
G17003100928,STCTY-17031 TRACT-    0928     IN CHICAGO IL,"1610","1610","0","1372","0","2958",32.59
G17003100929,STCTY-17031 TRACT-    0929     IN CHICAGO IL,"2780","2779","1","2236","0","3528",31.31
G17003100930,STCTY-17031 TRACT-    0930     IN CHICAGO IL,"618","618","0","536","0","0",0
G17003100931,STCTY-17031 TRACT-    0931     IN CHICAGO IL,"529","528","1","447","1","0",0
G17003100932,STCTY-17031 TRACT-    0932     IN CHICAGO IL,"3371","3307","64","3028","60","8228",64.4
G17003100933,STCTY-17031 TRACT-    0933     IN CHICAGO IL,"5806","4638","1168","4188","1165","6014",48.46
G17003100934,STCTY-17031 TRACT-    0934     IN CHICAGO IL,"2459","207","2252","176","2252","3325",32.2
G17003100935,STCTY-17031 TRACT-    0935     IN CHICAGO IL,"2862","153","2709","117","2707","3681",28.38
